import time: self [us] | cumulative | imported package
import time:       325 |        325 |                           anthropic.types.base64_image_source_param
import time:       352 |       1057 |                         anthropic.types.image_block_param
import time:       465 |        465 |                           anthropic.types.url_pdf_source_param
import time:       343 |        343 |                           anthropic.types.citations_config_param
import time:       428 |        428 |                           anthropic.types.base64_pdf_source_param
import time:       295 |        295 |                           anthropic.types.plain_text_source_param
import time:       274 |        274 |                             anthropic.types.content_block_source_content_param
import time:       336 |        610 |                           anthropic.types.content_block_source_param
import time:       397 |       2536 |                         anthropic.types.document_block_param
import time:       370 |        370 |                         anthropic.types.thinking_block_param
import time:       356 |        356 |                           anthropic.types.direct_caller_param
import time:       330 |        330 |                           anthropic.types.server_tool_caller_param
import time:       317 |        317 |                           anthropic.types.server_tool_caller_20260120_param
import time:       437 |       1439 |                         anthropic.types.tool_use_block_param
import time:       324 |        324 |                           anthropic.types.search_result_block_param
import time:       449 |        449 |                           anthropic.types.tool_reference_block_param
import time:       391 |       1164 |                         anthropic.types.tool_result_block_param
import time:       489 |        489 |                         anthropic.types.server_tool_use_block_param
import time:       317 |        317 |                         anthropic.types.container_upload_block_param
import time:       407 |        407 |                         anthropic.types.redacted_thinking_block_param
import time:       324 |        324 |                           anthropic.types.web_fetch_block_param
import time:       391 |        391 |                           anthropic.types.web_fetch_tool_result_error_block_param
import time:       403 |       1117 |                         anthropic.types.web_fetch_tool_result_block_param
import time:       415 |        415 |                             anthropic.types.web_search_result_block_param
import time:       303 |        303 |                             anthropic.types.web_search_tool_request_error_param
import time:       301 |       1019 |                           anthropic.types.web_search_tool_result_block_param_content_param
import time:       332 |       1351 |                         anthropic.types.web_search_tool_result_block_param
import time:       380 |        380 |                         anthropic.types.mid_conversation_system_block_param
import time:       358 |        358 |                           anthropic.types.tool_search_tool_result_error_param
import time:       366 |        366 |                           anthropic.types.tool_search_tool_search_result_block_param
import time:       299 |       1022 |                         anthropic.types.tool_search_tool_result_block_param
import time:       364 |        364 |                               anthropic.types.code_execution_output_block_param
import time:       352 |        716 |                             anthropic.types.code_execution_result_block_param
import time:       374 |        374 |                             anthropic.types.code_execution_tool_result_error_param
import time:       378 |        378 |                             anthropic.types.encrypted_code_execution_result_block_param
import time:       329 |       1797 |                           anthropic.types.code_execution_tool_result_block_param_content_param
import time:       368 |       2164 |                         anthropic.types.code_execution_tool_result_block_param
import time:       267 |        267 |                             anthropic.types.bash_code_execution_output_block_param
import time:       311 |        577 |                           anthropic.types.bash_code_execution_result_block_param
import time:       277 |        277 |                           anthropic.types.bash_code_execution_tool_result_error_param
import time:       358 |       1211 |                         anthropic.types.bash_code_execution_tool_result_block_param
import time:       408 |        408 |                           anthropic.types.text_editor_code_execution_tool_result_error_param
import time:       428 |        428 |                           anthropic.types.text_editor_code_execution_view_result_block_param
import time:       433 |        433 |                           anthropic.types.text_editor_code_execution_create_result_block_param
import time:       451 |        451 |                           anthropic.types.text_editor_code_execution_str_replace_result_block_param
import time:       501 |       2218 |                         anthropic.types.text_editor_code_execution_tool_result_block_param
import time:       447 |      20133 |                       anthropic.types.message_param
import time:       350 |        350 |                       anthropic.types.metadata_param
import time:       866 |        866 |                       anthropic.types.parsed_message
import time:       496 |        496 |                       anthropic.types.thinking_delta
import time:       502 |        502 |                       anthropic.types.citations_delta
import time:       412 |        412 |                       anthropic.types.signature_delta
import time:       500 |        500 |                       anthropic.types.input_json_delta
import time:       454 |        454 |                         anthropic.types.tool_bash_20250124_param
import time:       398 |        398 |                         anthropic.types.memory_tool_20250818_param
import time:       409 |        409 |                         anthropic.types.web_fetch_tool_20250910_param
import time:       390 |        390 |                         anthropic.types.web_fetch_tool_20260209_param
import time:       424 |        424 |                         anthropic.types.web_fetch_tool_20260309_param
import time:       334 |        334 |                           anthropic.types.user_location_param
import time:       434 |        768 |                         anthropic.types.web_search_tool_20250305_param
import time:       424 |        424 |                         anthropic.types.web_search_tool_20260209_param
import time:       425 |        425 |                         anthropic.types.tool_text_editor_20250124_param
import time:       436 |        436 |                         anthropic.types.tool_text_editor_20250429_param
import time:       454 |        454 |                         anthropic.types.tool_text_editor_20250728_param
import time:       350 |        350 |                         anthropic.types.code_execution_tool_20250522_param
import time:       397 |        397 |                         anthropic.types.code_execution_tool_20250825_param
import time:       368 |        368 |                         anthropic.types.code_execution_tool_20260120_param
import time:       360 |        360 |                         anthropic.types.tool_search_tool_bm25_20251119_param
import time:       404 |        404 |                         anthropic.types.tool_search_tool_regex_20251119_param
import time:       495 |       6950 |                       anthropic.types.tool_union_param
import time:       270 |        270 |                         anthropic.types.anthropic_beta_param
import time:       355 |        624 |                       anthropic.types.model_list_params
import time:       328 |        328 |                         anthropic.types.tool_choice_any_param
import time:       293 |        293 |                         anthropic.types.tool_choice_auto_param
import time:       328 |        328 |                         anthropic.types.tool_choice_none_param
import time:       419 |        419 |                         anthropic.types.tool_choice_tool_param
import time:       293 |       1660 |                       anthropic.types.tool_choice_param
import time:       438 |        438 |                         anthropic.types.raw_message_stop_event
import time:       277 |        715 |                       anthropic.types.message_stop_event
import time:       493 |        493 |                       anthropic.types.beta_error_response
import time:       351 |        351 |                       anthropic.types.content_block_param
import time:       808 |        808 |                           anthropic.types.message_delta_usage
import time:       591 |       1398 |                         anthropic.types.raw_message_delta_event
import time:       358 |       1756 |                       anthropic.types.message_delta_event
import time:       424 |        424 |                         anthropic.types.raw_message_start_event
import time:       372 |        796 |                       anthropic.types.message_start_event
import time:       329 |        329 |                         anthropic.types.json_output_format_param
import time:       336 |        665 |                       anthropic.types.output_config_param
import time:       536 |        536 |                           anthropic.types.raw_content_block_stop_event
import time:       306 |        306 |                             anthropic.types.raw_content_block_delta
import time:       486 |        792 |                           anthropic.types.raw_content_block_delta_event
import time:       593 |        593 |                           anthropic.types.raw_content_block_start_event
import time:       414 |       2333 |                         anthropic.types.raw_message_stream_event
import time:       242 |       2575 |                       anthropic.types.message_stream_event
import time:       565 |        565 |                       anthropic.types.message_tokens_count
import time:       388 |        388 |                           anthropic.types.thinking_config_enabled_param
import time:       381 |        381 |                           anthropic.types.thinking_config_adaptive_param
import time:       393 |        393 |                           anthropic.types.thinking_config_disabled_param
import time:       378 |       1538 |                         anthropic.types.thinking_config_param
import time:       709 |       2247 |                       anthropic.types.message_create_params
import time:       476 |        476 |                       anthropic.types.completion_create_params
import time:       343 |        343 |                       anthropic.types.content_block_stop_event
import time:       360 |        360 |                       anthropic.types.content_block_delta_event
import time:       234 |        234 |                       anthropic.types.content_block_start_event
import time:       354 |        354 |                         anthropic.types.message_count_tokens_tool_param
import time:       428 |        782 |                       anthropic.types.message_count_tokens_params
import time:      1043 |     137445 |                     anthropic.types
import time:       430 |        430 |                       anthropic._exceptions
import time:       430 |        430 |                       anthropic._qs
import time:       220 |        220 |                       anthropic._version
import time:       538 |        538 |                       anthropic._streaming
import time:       829 |        829 |                           distro.distro
import time:       461 |       1290 |                         distro
import time:       115 |        115 |                             anthropic._decoders
import time:       383 |        497 |                           anthropic._decoders.jsonl
import time:       784 |       1281 |                         anthropic._response
import time:       302 |        302 |                         anthropic._utils._json
import time:       315 |        315 |                         anthropic._utils._httpx
import time:       470 |        470 |                         anthropic._legacy_response
import time:       170 |        170 |                         httpx_aiohttp
import time:      2267 |       6093 |                       anthropic._base_client
import time:       415 |        415 |                           anthropic.lib._files
import time:       438 |        852 |                         anthropic.lib
import time:      1175 |       1175 |                             anthropic.lib.credentials._types
import time:       379 |        379 |                               anthropic.lib.credentials._constants
import time:       481 |        859 |                             anthropic.lib.credentials._workload
import time:       379 |       2413 |                           anthropic.lib.credentials._cache
import time:       384 |       2796 |                         anthropic.lib.credentials._auth
import time:      1057 |       1057 |                           anthropic.lib.credentials._providers
import time:       327 |       1383 |                         anthropic.lib.credentials._chain
import time:       392 |       5421 |                       anthropic.lib.credentials
import time:       573 |      13703 |                     anthropic._client
import time:       336 |        336 |                     anthropic._utils._logs
import time:       204 |        204 |                       anthropic.lib._parse
import time:       401 |        605 |                     anthropic.lib._parse._transform
import time:       285 |        285 |                     anthropic._utils._resources_proxy
import time:       271 |        271 |                         anthropic.lib.aws._credentials
import time:       465 |        735 |                       anthropic.lib.aws._client
import time:       277 |       1012 |                     anthropic.lib.aws
import time:       869 |        869 |                           anthropic.types.beta.beta_skill
import time:       516 |        516 |                             anthropic.types.beta.beta_cache_creation
import time:       559 |        559 |                               anthropic.types.beta.beta_message_iteration_usage
import time:       539 |        539 |                               anthropic.types.beta.beta_compaction_iteration_usage
import time:       610 |        610 |                               anthropic.types.beta.beta_advisor_message_iteration_usage
import time:       360 |       2067 |                             anthropic.types.beta.beta_iterations_usage
import time:       490 |        490 |                             anthropic.types.beta.beta_server_tool_usage
import time:       393 |        393 |                             anthropic.types.beta.beta_output_tokens_details
import time:       706 |       4171 |                           anthropic.types.beta.beta_usage
import time:       565 |        565 |                             anthropic.types.beta.beta_container
import time:       533 |        533 |                               anthropic.types.beta.beta_cache_miss_unavailable
import time:       508 |        508 |                               anthropic.types.beta.beta_cache_miss_model_changed
import time:       570 |        570 |                               anthropic.types.beta.beta_cache_miss_tools_changed
import time:       441 |        441 |                               anthropic.types.beta.beta_cache_miss_system_changed
import time:       464 |        464 |                               anthropic.types.beta.beta_cache_miss_messages_changed
import time:       448 |        448 |                               anthropic.types.beta.beta_cache_miss_previous_message_not_found
import time:       809 |       3770 |                             anthropic.types.beta.beta_diagnostics
import time:       301 |        301 |                             anthropic.types.beta.beta_stop_reason
import time:       492 |        492 |                                   anthropic.types.beta.beta_citation_char_location
import time:       545 |        545 |                                   anthropic.types.beta.beta_citation_page_location
import time:       598 |        598 |                                   anthropic.types.beta.beta_citation_content_block_location
import time:       523 |        523 |                                   anthropic.types.beta.beta_citation_search_result_location
import time:       457 |        457 |                                   anthropic.types.beta.beta_citations_web_search_result_location
import time:       313 |       2926 |                                 anthropic.types.beta.beta_text_citation
import time:       525 |       3451 |                               anthropic.types.beta.beta_text_block
import time:       538 |        538 |                               anthropic.types.beta.beta_thinking_block
import time:       426 |        426 |                                 anthropic.types.beta.beta_direct_caller
import time:       549 |        549 |                                 anthropic.types.beta.beta_server_tool_caller
import time:       461 |        461 |                                 anthropic.types.beta.beta_server_tool_caller_20260120
import time:       630 |       2065 |                               anthropic.types.beta.beta_tool_use_block
import time:       522 |        522 |                               anthropic.types.beta.beta_compaction_block
import time:       584 |        584 |                               anthropic.types.beta.beta_mcp_tool_use_block
import time:       585 |        585 |                               anthropic.types.beta.beta_mcp_tool_result_block
import time:       592 |        592 |                               anthropic.types.beta.beta_server_tool_use_block
import time:       532 |        532 |                               anthropic.types.beta.beta_container_upload_block
import time:       570 |        570 |                               anthropic.types.beta.beta_redacted_thinking_block
import time:       456 |        456 |                                 anthropic.types.beta.beta_advisor_result_block
import time:       521 |        521 |                                 anthropic.types.beta.beta_advisor_tool_result_error
import time:       607 |        607 |                                 anthropic.types.beta.beta_advisor_redacted_result_block
import time:       512 |       2095 |                               anthropic.types.beta.beta_advisor_tool_result_block
import time:       432 |        432 |                                     anthropic.types.beta.beta_citation_config
import time:       447 |        447 |                                     anthropic.types.beta.beta_base64_pdf_source
import time:       487 |        487 |                                     anthropic.types.beta.beta_plain_text_source
import time:       706 |       2070 |                                   anthropic.types.beta.beta_document_block
import time:       482 |       2552 |                                 anthropic.types.beta.beta_web_fetch_block
import time:       269 |        269 |                                   anthropic.types.beta.beta_web_fetch_tool_result_error_code
import time:       508 |        776 |                                 anthropic.types.beta.beta_web_fetch_tool_result_error_block
import time:       682 |       4009 |                               anthropic.types.beta.beta_web_fetch_tool_result_block
import time:       515 |        515 |                                   anthropic.types.beta.beta_web_search_result_block
import time:       333 |        333 |                                     anthropic.types.beta.beta_web_search_tool_result_error_code
import time:       574 |        906 |                                   anthropic.types.beta.beta_web_search_tool_result_error
import time:       281 |       1701 |                                 anthropic.types.beta.beta_web_search_tool_result_block_content
import time:       571 |       2271 |                               anthropic.types.beta.beta_web_search_tool_result_block
import time:       444 |        444 |                                 anthropic.types.beta.beta_tool_search_tool_result_error
import time:       502 |        502 |                                   anthropic.types.beta.beta_tool_reference_block
import time:       518 |       1020 |                                 anthropic.types.beta.beta_tool_search_tool_search_result_block
import time:       492 |       1954 |                               anthropic.types.beta.beta_tool_search_tool_result_block
import time:       564 |        564 |                                     anthropic.types.beta.beta_code_execution_output_block
import time:       493 |       1057 |                                   anthropic.types.beta.beta_code_execution_result_block
import time:       378 |        378 |                                     anthropic.types.beta.beta_code_execution_tool_result_error_code
import time:       488 |        866 |                                   anthropic.types.beta.beta_code_execution_tool_result_error
import time:       525 |        525 |                                   anthropic.types.beta.beta_encrypted_code_execution_result_block
import time:       354 |       2800 |                                 anthropic.types.beta.beta_code_execution_tool_result_block_content
import time:       493 |       3292 |                               anthropic.types.beta.beta_code_execution_tool_result_block
import time:       394 |        394 |                                   anthropic.types.beta.beta_bash_code_execution_output_block
import time:       536 |        929 |                                 anthropic.types.beta.beta_bash_code_execution_result_block
import time:       608 |        608 |                                 anthropic.types.beta.beta_bash_code_execution_tool_result_error
import time:       478 |       2015 |                               anthropic.types.beta.beta_bash_code_execution_tool_result_block
import time:       552 |        552 |                                 anthropic.types.beta.beta_text_editor_code_execution_tool_result_error
import time:       632 |        632 |                                 anthropic.types.beta.beta_text_editor_code_execution_view_result_block
import time:       583 |        583 |                                 anthropic.types.beta.beta_text_editor_code_execution_create_result_block
import time:       607 |        607 |                                 anthropic.types.beta.beta_text_editor_code_execution_str_replace_result_block
import time:       554 |       2928 |                               anthropic.types.beta.beta_text_editor_code_execution_tool_result_block
import time:       538 |      28533 |                             anthropic.types.beta.beta_content_block
import time:       491 |        491 |                             anthropic.types.beta.beta_refusal_stop_details
import time:       471 |        471 |                               anthropic.types.beta.beta_clear_thinking_20251015_edit_response
import time:       460 |        460 |                               anthropic.types.beta.beta_clear_tool_uses_20250919_edit_response
import time:       497 |       1426 |                             anthropic.types.beta.beta_context_management_response
import time:       797 |      35881 |                           anthropic.types.beta.beta_message
import time:       556 |        556 |                           anthropic.types.beta.deleted_file
import time:       630 |        630 |                           anthropic.types.beta.beta_packages
import time:       511 |        511 |                             anthropic.types.beta.beta_file_scope
import time:       495 |       1005 |                           anthropic.types.beta.file_metadata
import time:       460 |        460 |                                 anthropic.types.beta.beta_capability_support
import time:       568 |       1028 |                               anthropic.types.beta.beta_effort_capability
import time:       424 |        424 |                                 anthropic.types.beta.beta_thinking_types
import time:       468 |        892 |                               anthropic.types.beta.beta_thinking_capability
import time:       497 |        497 |                               anthropic.types.beta.beta_context_management_capability
import time:       539 |       2955 |                             anthropic.types.beta.beta_model_capabilities
import time:       475 |       3430 |                           anthropic.types.beta.beta_model_info
import time:       484 |        484 |                           anthropic.types.beta.beta_text_delta
import time:       362 |        362 |                             anthropic.types.beta.beta_cache_control_ephemeral_param
import time:       486 |        847 |                           anthropic.types.beta.beta_tool_param
import time:       614 |        614 |                               anthropic.types.beta.beta_limited_network
import time:       444 |        444 |                               anthropic.types.beta.beta_unrestricted_network
import time:       480 |       1537 |                             anthropic.types.beta.beta_cloud_config
import time:       443 |        443 |                             anthropic.types.beta.beta_self_hosted_config
import time:       635 |       2614 |                           anthropic.types.beta.beta_environment
import time:       451 |        451 |                           anthropic.types.beta.file_list_params
import time:       403 |        403 |                           anthropic.types.beta.agent_list_params
import time:       329 |        329 |                           anthropic.types.beta.beta_skill_params
import time:       515 |        515 |                             anthropic.types.beta.beta_user_profile_trust_grant
import time:       862 |       1377 |                           anthropic.types.beta.beta_user_profile
import time:       428 |        428 |                           anthropic.types.beta.model_list_params
import time:       452 |        452 |                           anthropic.types.beta.skill_list_params
import time:       398 |        398 |                           anthropic.types.beta.vault_list_params
import time:       468 |        468 |                                   anthropic.types.beta.beta_citation_char_location_param
import time:       543 |        543 |                                   anthropic.types.beta.beta_citation_page_location_param
import time:       529 |        529 |                                   anthropic.types.beta.beta_citation_content_block_location_param
import time:       428 |        428 |                                   anthropic.types.beta.beta_citation_search_result_location_param
import time:       370 |        370 |                                   anthropic.types.beta.beta_citation_web_search_result_location_param
import time:       329 |       2665 |                                 anthropic.types.beta.beta_text_citation_param
import time:       292 |       2957 |                               anthropic.types.beta.beta_text_block_param
import time:       323 |        323 |                                 anthropic.types.beta.beta_url_image_source_param
import time:       295 |        295 |                                 anthropic.types.beta.beta_file_image_source_param
import time:       422 |        422 |                                 anthropic.types.beta.beta_base64_image_source_param
import time:       344 |       1384 |                               anthropic.types.beta.beta_image_block_param
import time:       300 |        300 |                               anthropic.types.beta.beta_thinking_block_param
import time:       601 |        601 |                                 anthropic.types.beta.beta_direct_caller_param
import time:       536 |        536 |                                 anthropic.types.beta.beta_server_tool_caller_param
import time:       459 |        459 |                                 anthropic.types.beta.beta_server_tool_caller_20260120_param
import time:       366 |       1960 |                               anthropic.types.beta.beta_tool_use_block_param
import time:       359 |        359 |                               anthropic.types.beta.beta_compaction_block_param
import time:       335 |        335 |                                   anthropic.types.beta.beta_citations_config_param
import time:       382 |        716 |                                 anthropic.types.beta.beta_search_result_block_param
import time:       298 |        298 |                                 anthropic.types.beta.beta_tool_reference_block_param
import time:       485 |        485 |                                   anthropic.types.beta.beta_url_pdf_source_param
import time:       514 |        514 |                                   anthropic.types.beta.beta_base64_pdf_source_param
import time:       349 |        349 |                                   anthropic.types.beta.beta_plain_text_source_param
import time:       453 |        453 |                                     anthropic.types.beta.beta_content_block_source_content_param
import time:       486 |        939 |                                   anthropic.types.beta.beta_content_block_source_param
import time:       439 |        439 |                                   anthropic.types.beta.beta_file_document_source_param
import time:       626 |       3349 |                                 anthropic.types.beta.beta_request_document_block_param
import time:       402 |       4764 |                               anthropic.types.beta.beta_tool_result_block_param
import time:       367 |        367 |                               anthropic.types.beta.beta_mcp_tool_use_block_param
import time:       364 |        364 |                               anthropic.types.beta.beta_server_tool_use_block_param
import time:       531 |        531 |                               anthropic.types.beta.beta_container_upload_block_param
import time:       410 |        410 |                               anthropic.types.beta.beta_redacted_thinking_block_param
import time:       492 |        492 |                                 anthropic.types.beta.beta_advisor_result_block_param
import time:       445 |        445 |                                 anthropic.types.beta.beta_advisor_tool_result_error_param
import time:       381 |        381 |                                 anthropic.types.beta.beta_advisor_redacted_result_block_param
import time:       431 |       1748 |                               anthropic.types.beta.beta_advisor_tool_result_block_param
import time:       304 |        304 |                                 anthropic.types.beta.beta_web_fetch_block_param
import time:       327 |        327 |                                 anthropic.types.beta.beta_web_fetch_tool_result_error_block_param
import time:       351 |        981 |                               anthropic.types.beta.beta_web_fetch_tool_result_block_param
import time:       614 |        614 |                                   anthropic.types.beta.beta_web_search_result_block_param
import time:       551 |        551 |                                   anthropic.types.beta.beta_web_search_tool_request_error_param
import time:       272 |       1436 |                                 anthropic.types.beta.beta_web_search_tool_result_block_param_content_param
import time:       292 |       1728 |                               anthropic.types.beta.beta_web_search_tool_result_block_param
import time:       509 |        509 |                               anthropic.types.beta.beta_mid_conversation_system_block_param
import time:       386 |        386 |                               anthropic.types.beta.beta_request_mcp_tool_result_block_param
import time:       373 |        373 |                                 anthropic.types.beta.beta_tool_search_tool_result_error_param
import time:       293 |        293 |                                 anthropic.types.beta.beta_tool_search_tool_search_result_block_param
import time:       420 |       1085 |                               anthropic.types.beta.beta_tool_search_tool_result_block_param
import time:       331 |        331 |                                     anthropic.types.beta.beta_code_execution_output_block_param
import time:       308 |        638 |                                   anthropic.types.beta.beta_code_execution_result_block_param
import time:       505 |        505 |                                   anthropic.types.beta.beta_code_execution_tool_result_error_param
import time:       531 |        531 |                                   anthropic.types.beta.beta_encrypted_code_execution_result_block_param
import time:       346 |       2019 |                                 anthropic.types.beta.beta_code_execution_tool_result_block_param_content_param
import time:       350 |       2369 |                               anthropic.types.beta.beta_code_execution_tool_result_block_param
import time:       517 |        517 |                                   anthropic.types.beta.beta_bash_code_execution_output_block_param
import time:       364 |        881 |                                 anthropic.types.beta.beta_bash_code_execution_result_block_param
import time:       837 |        837 |                                 anthropic.types.beta.beta_bash_code_execution_tool_result_error_param
import time:       440 |       2157 |                               anthropic.types.beta.beta_bash_code_execution_tool_result_block_param
import time:       379 |        379 |                                 anthropic.types.beta.beta_text_editor_code_execution_tool_result_error_param
import time:       351 |        351 |                                 anthropic.types.beta.beta_text_editor_code_execution_view_result_block_param
import time:       395 |        395 |                                 anthropic.types.beta.beta_text_editor_code_execution_create_result_block_param
import time:       452 |        452 |                                 anthropic.types.beta.beta_text_editor_code_execution_str_replace_result_block_param
import time:       392 |       1969 |                               anthropic.types.beta.beta_text_editor_code_execution_tool_result_block_param
import time:       483 |      26800 |                             anthropic.types.beta.beta_content_block_param
import time:       340 |      27140 |                           anthropic.types.beta.beta_message_param
import time:       706 |        706 |                           anthropic.types.beta.file_upload_params
import time:       367 |        367 |                             anthropic.types.beta.beta_managed_agents_model_param
import time:       354 |        354 |                               anthropic.types.beta.beta_managed_agents_custom_skill_params
import time:       297 |        297 |                               anthropic.types.beta.beta_managed_agents_anthropic_skill_params
import time:       313 |        963 |                             anthropic.types.beta.beta_managed_agents_skill_params
import time:       322 |        322 |                                 anthropic.types.beta.beta_managed_agents_agent_params
import time:       262 |        262 |                                 anthropic.types.beta.beta_managed_agents_multiagent_self_params
import time:       331 |        914 |                               anthropic.types.beta.beta_managed_agents_multiagent_roster_entry_params
import time:       450 |       1364 |                             anthropic.types.beta.beta_managed_agents_multiagent_params
import time:       396 |        396 |                               anthropic.types.beta.beta_managed_agents_custom_tool_input_schema_param
import time:       349 |        745 |                             anthropic.types.beta.beta_managed_agents_custom_tool_params
import time:       313 |        313 |                                 anthropic.types.beta.beta_managed_agents_always_ask_policy_param
import time:       270 |        270 |                                 anthropic.types.beta.beta_managed_agents_always_allow_policy_param
import time:       378 |        959 |                               anthropic.types.beta.beta_managed_agents_mcp_tool_config_params
import time:       485 |        485 |                               anthropic.types.beta.beta_managed_agents_mcp_toolset_default_config_params
import time:       425 |       1869 |                             anthropic.types.beta.beta_managed_agents_mcp_toolset_params
import time:       458 |        458 |                             anthropic.types.beta.beta_managed_agents_model_config_params
import time:       349 |        349 |                             anthropic.types.beta.beta_managed_agents_url_mcp_server_params
import time:       435 |        435 |                               anthropic.types.beta.beta_managed_agents_agent_tool_config_params
import time:       376 |        376 |                               anthropic.types.beta.beta_managed_agents_agent_toolset_default_config_params
import time:       387 |       1197 |                             anthropic.types.beta.beta_managed_agents_agent_toolset20260401_params
import time:       564 |       7872 |                           anthropic.types.beta.agent_create_params
import time:       525 |        525 |                           anthropic.types.beta.agent_update_params
import time:       347 |        347 |                           anthropic.types.beta.beta_metadata_param
import time:       507 |        507 |                           anthropic.types.beta.beta_thinking_delta
import time:       438 |        438 |                           anthropic.types.beta.session_list_params
import time:       299 |        299 |                           anthropic.types.beta.skill_create_params
import time:       559 |        559 |                           anthropic.types.beta.skill_list_response
import time:       349 |        349 |                           anthropic.types.beta.vault_create_params
import time:       302 |        302 |                           anthropic.types.beta.vault_update_params
import time:       656 |        656 |                           anthropic.types.beta.beta_citations_delta
import time:       478 |        478 |                           anthropic.types.beta.beta_packages_params
import time:       462 |        462 |                           anthropic.types.beta.beta_signature_delta
import time:       604 |        604 |                               anthropic.types.beta.beta_webhook_session_idled_event_data
import time:       552 |        552 |                               anthropic.types.beta.beta_webhook_vault_created_event_data
import time:       588 |        588 |                               anthropic.types.beta.beta_webhook_vault_deleted_event_data
import time:       543 |        543 |                               anthropic.types.beta.beta_webhook_vault_archived_event_data
import time:       494 |        494 |                               anthropic.types.beta.beta_webhook_session_created_event_data
import time:       477 |        477 |                               anthropic.types.beta.beta_webhook_session_deleted_event_data
import time:       508 |        508 |                               anthropic.types.beta.beta_webhook_session_pending_event_data
import time:       473 |        473 |                               anthropic.types.beta.beta_webhook_session_running_event_data
import time:       405 |        405 |                               anthropic.types.beta.beta_webhook_session_archived_event_data
import time:       531 |        531 |                               anthropic.types.beta.beta_webhook_session_status_idled_event_data
import time:       523 |        523 |                               anthropic.types.beta.beta_webhook_session_thread_idled_event_data
import time:       528 |        528 |                               anthropic.types.beta.beta_webhook_session_thread_created_event_data
import time:       469 |        469 |                               anthropic.types.beta.beta_webhook_session_requires_action_event_data
import time:       662 |        662 |                               anthropic.types.beta.beta_webhook_vault_credential_created_event_data
import time:       457 |        457 |                               anthropic.types.beta.beta_webhook_vault_credential_deleted_event_data
import time:       525 |        525 |                               anthropic.types.beta.beta_webhook_session_status_terminated_event_data
import time:       497 |        497 |                               anthropic.types.beta.beta_webhook_session_thread_terminated_event_data
import time:       460 |        460 |                               anthropic.types.beta.beta_webhook_vault_credential_archived_event_data
import time:       476 |        476 |                               anthropic.types.beta.beta_webhook_session_status_rescheduled_event_data
import time:       545 |        545 |                               anthropic.types.beta.beta_webhook_session_status_run_started_event_data
import time:       513 |        513 |                               anthropic.types.beta.beta_webhook_vault_credential_refresh_failed_event_data
import time:       547 |        547 |                               anthropic.types.beta.beta_webhook_session_outcome_evaluation_ended_event_data
import time:       740 |      12105 |                             anthropic.types.beta.beta_webhook_event_data
import time:       551 |      12656 |                           anthropic.types.beta.unwrap_webhook_event
import time:       499 |        499 |                           anthropic.types.beta.agent_retrieve_params
import time:       387 |        387 |                           anthropic.types.beta.beta_container_params
import time:       526 |        526 |                           anthropic.types.beta.beta_input_json_delta
import time:       385 |        385 |                               anthropic.types.beta.beta_mcp_tool_config_param
import time:       297 |        297 |                               anthropic.types.beta.beta_mcp_tool_default_config_param
import time:       410 |       1092 |                             anthropic.types.beta.beta_mcp_toolset_param
import time:       528 |        528 |                             anthropic.types.beta.beta_tool_bash_20241022_param
import time:       380 |        380 |                             anthropic.types.beta.beta_tool_bash_20250124_param
import time:       595 |        595 |                             anthropic.types.beta.beta_memory_tool_20250818_param
import time:       388 |        388 |                             anthropic.types.beta.beta_advisor_tool_20260301_param
import time:       395 |        395 |                             anthropic.types.beta.beta_web_fetch_tool_20250910_param
import time:       447 |        447 |                             anthropic.types.beta.beta_web_fetch_tool_20260209_param
import time:       387 |        387 |                             anthropic.types.beta.beta_web_fetch_tool_20260309_param
import time:       288 |        288 |                               anthropic.types.beta.beta_user_location_param
import time:       378 |        666 |                             anthropic.types.beta.beta_web_search_tool_20250305_param
import time:       479 |        479 |                             anthropic.types.beta.beta_web_search_tool_20260209_param
import time:       512 |        512 |                             anthropic.types.beta.beta_tool_text_editor_20241022_param
import time:       352 |        352 |                             anthropic.types.beta.beta_tool_text_editor_20250124_param
import time:       362 |        362 |                             anthropic.types.beta.beta_tool_text_editor_20250429_param
import time:       342 |        342 |                             anthropic.types.beta.beta_tool_text_editor_20250728_param
import time:       407 |        407 |                             anthropic.types.beta.beta_tool_computer_use_20241022_param
import time:       502 |        502 |                             anthropic.types.beta.beta_tool_computer_use_20250124_param
import time:       446 |        446 |                             anthropic.types.beta.beta_tool_computer_use_20251124_param
import time:       359 |        359 |                             anthropic.types.beta.beta_code_execution_tool_20250522_param
